fighter,event_date,opp_elo_mean,opp_elo_mean_wins,opp_elo_mean_losses,wins_vs_top,losses_vs_top,losses_vs_bottom,bad_loss_ratio
Andrea Lee,2022-05-14,1509.989089087458,1516.7247652747958,1498.7629621085614,0,0,0,0.0
Andrea Lee,2023-03-25,1513.4154084901825,1516.7247652747958,1509.2787125094155,0,0,0,0.0
Andrea Lee,2023-08-19,1516.1825904504599,1516.7247652747958,1515.6404156261237,0,0,0,0.0
Andrea Lee,2024-02-17,1517.6984953785495,1516.7247652747958,1518.5099371316776,0,0,0,0.0
Andrea Lee,2024-06-08,1518.1117845681076,1516.7247652747958,1519.1025126347593,0,0,0,0.0
Andrea Lee,2025-03-01,1518.7620106140434,1516.7247652747958,1520.0352889510732,0,0,0,0.0
Andreas Gustafsson,2025-06-07,,,,0,0,0,0.0
Andreas Gustafsson,2025-09-06,1552.228431584891,1552.228431584891,,0,0,0,0.0
Andreas Michailidis,2020-07-15,,,,0,0,0,0.0
Andreas Michailidis,2021-05-01,1500.0,,1500.0,0,0,0,0.0
Andreas Michailidis,2021-11-06,1500.0,1500.0,1500.0,0,0,0,0.0
Andreas Michailidis,2022-06-04,1500.0,1500.0,1500.0,0,0,0,0.0
Andreas Stahl,2014-07-26,,,,0,0,0,0.0
Andreas Stahl,2015-12-10,1500.0,,1500.0,0,0,0,0.0
Andrei Arlovski,2000-11-17,,,,0,0,0,0.0
Andrei Arlovski,2001-06-29,1500.0,1500.0,,0,0,0,0.0
Andrei Arlovski,2002-03-22,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2002-11-22,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2003-09-26,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2004-04-02,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2005-02-05,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2005-06-04,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2005-10-07,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2006-04-15,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2006-07-08,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2006-12-30,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2007-04-21,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2008-03-01,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2014-06-14,1500.0,1500.0,1500.0,0,0,0,0.0
Andrei Arlovski,2014-09-13,1502.5847936375549,1503.5247185966657,1500.0,0,0,0,0.0
Andrei Arlovski,2015-05-23,1502.8024113480399,1503.7365484640532,1500.0,0,0,0,0.0
Andrei Arlovski,2015-09-05,1506.2826612746794,1508.2157878207347,1500.0,0,0,0,0.0
Andrei Arlovski,2016-01-02,1505.7472000671414,1507.3892572291818,1500.0,0,0,0,0.0
Andrei Arlovski,2016-05-08,1508.3361726564115,1507.3892572291818,1510.9875358526556,0,0,0,0.0
Andrei Arlovski,2016-09-03,1508.4229260050354,1507.3892572291818,1510.8348198153606,0,0,0,0.0
Andrei Arlovski,2017-01-28,1508.8176223309233,1507.3892572291818,1511.6743525344061,0,0,0,0.0
Andrei Arlovski,2017-06-17,1510.6198989107788,1507.3892572291818,1516.2735218535734,0,0,0,0.0
Andrei Arlovski,2017-11-11,1510.2095028657975,1507.3892572291818,1514.596551633867,0,0,0,0.0
Andrei Arlovski,2018-03-03,1509.7841069130561,1506.8966400805696,1514.596551633867,0,0,0,0.0
Andrei Arlovski,2018-06-09,1510.8978888267231,1508.817390997705,1514.596551633867,0,0,0,0.0
Andrei Arlovski,2018-09-15,1511.145375801248,1508.817390997705,1514.8701514869174,0,0,0,0.0
Andrei Arlovski,2018-12-29,1510.5885804228192,1508.817390997705,1513.164855950258,0,0,0,0.0
Andrei Arlovski,2019-04-27,1509.3542647039576,1508.817390997705,1513.164855950258,0,0,0,0.0
Andrei Arlovski,2019-07-20,1509.031703852097,1508.817390997705,1512.06778462107,0,0,0,0.0
Andrei Arlovski,2019-11-02,1509.5028556955726,1509.6614420658616,1512.06778462107,0,0,0,0.0
Andrei Arlovski,2020-05-13,1509.7699608726512,1509.6614420658616,1512.5074255106033,0,0,0,0.0
Andrei Arlovski,2020-11-07,1509.4646495953807,1509.124695284425,1512.5074255106033,0,0,0,0.0
Andrei Arlovski,2021-02-20,1509.6724428320751,1509.5034916592601,1512.5074255106033,0,0,0,0.0
Andrei Arlovski,2021-04-17,1509.9232032010107,1509.5034916592601,1512.9139162152662,0,0,0,0.0
Andrei Arlovski,2021-10-16,1508.7769754961773,1507.5185787528892,1512.9139162152662,0,0,0,0.0
Andrei Arlovski,2022-02-12,1508.8246578786566,1507.6602436344388,1512.9139162152662,0,0,0,0.0
Andrei Arlovski,2022-04-30,1508.4941375797123,1507.1572965064058,1512.9139162152662,0,0,0,0.0
Andrei Arlovski,2022-10-29,1507.9410042084503,1506.3015475048994,1512.9139162152662,0,0,0,0.0
Andrei Arlovski,2023-06-03,1508.4590415443904,1506.3015475048994,1513.9292858215892,0,0,0,0.0
Andrei Arlovski,2024-01-13,1508.1173603364414,1506.3015475048994,1512.733192534392,0,0,0,0.0
Andrei Arlovski,2024-06-29,1508.2297715677244,1506.3015475048994,1512.732782433489,0,0,0,0.0
Andrei Semenov,2002-01-11,,,,0,0,0,0.0
Andrei Semenov,2002-05-10,1500.0,1500.0,,0,0,0,0.0
Andrew Craig,2012-03-02,,,,0,0,0,0.0
Andrew Craig,2012-07-11,1553.1753138334293,1553.1753138334293,,0,0,0,0.0
Andrew Craig,2013-01-19,1526.3855986216695,1526.3855986216695,,0,0,0,0.0
Andrew Craig,2013-07-06,1522.9456825301856,1526.3855986216695,1516.0658503472177,0,0,0,0.0
Andrew Craig,2013-10-26,1524.662459079986,1527.5279953242423,1516.0658503472177,0,0,0,0.0
Andrew Craig,2014-06-28,1519.7299672639888,1527.5279953242423,1508.0329251736089,0,0,0,0.0
Andrew Craig,2015-07-15,1523.5993836373007,1527.5279953242423,1519.670771950359,0,0,0,0.0
Andrew Holbrook,2015-07-25,,,,0,0,0,0.0
Andrew Holbrook,2016-07-08,1518.5707502055059,1518.5707502055059,,0,0,0,0.0
Andrew Holbrook,2016-11-26,1509.2853751027528,1518.5707502055059,1500.0,0,0,0,0.0
Andrew Holbrook,2017-04-08,1522.5147183251158,1533.772077487674,1500.0,0,0,0,0.0
Andrew Holbrook,2017-09-02,1516.886038743837,1533.772077487674,1500.0,0,0,0,0.0
Andrew Sanchez,2016-07-08,,,,0,0,0,0.0
Andrew Sanchez,2016-12-09,1500.0,1500.0,,0,0,0,0.0
Andrew Sanchez,2017-04-15,1499.118849822393,1499.118849822393,,0,0,0,0.0
Andrew Sanchez,2017-12-01,1496.0196206866058,1499.118849822393,1489.8211624150313,0,0,0,0.0
Andrew Sanchez,2018-08-25,1496.4554264352169,1499.118849822393,1493.792003048041,0,0,0,0.0
Andrew Sanchez,2019-05-04,1494.1457388608053,1494.3815627359818,1493.792003048041,0,0,0,0.0
Andrew Sanchez,2019-10-12,1495.1214490506711,1495.7861720519863,1493.792003048041,0,0,0,0.0
Andrew Sanchez,2020-08-08,1496.9019925336688,1495.7861720519863,1498.389753175912,0,0,0,0.0
Andrew Sanchez,2021-01-23,1495.6002482389601,1493.926545276789,1498.389753175912,0,0,0,0.0
Andrew Sanchez,2021-10-16,1497.839353329186,1493.926545276789,1502.730363394682,0,0,0,0.0
Andrey Pulyaev,2025-03-22,,,,0,0,0,0.0
Andrey Pulyaev,2025-08-02,1530.3644865081042,,1530.3644865081042,0,0,0,0.0
Andrey Pulyaev,2026-01-24,1515.182243254052,1500.0,1530.3644865081042,0,0,0,0.0
Andrey Pulyaev,2026-06-27,1520.8430174362122,1500.0,1531.2645261543187,0,0,0,0.0
Andy Enz,2014-02-01,,,,0,0,0,0.0
Andy Enz,2014-06-28,1518.4,,1518.4,0,0,0,0.0
Andy Enz,2015-01-31,1515.6402119948766,,1515.6402119948766,0,0,0,0.0
Andy Ogle,2012-09-29,,,,0,0,0,0.0
Andy Ogle,2013-02-16,1500.0,,1500.0,0,0,0,0.0
Andy Ogle,2013-10-26,1485.0406233644594,1470.081246728919,1500.0,0,0,0,0.0
Andy Ogle,2014-02-15,1498.8311730707464,1470.081246728919,1513.2061362416603,0,0,0,0.0
Andy Ogle,2014-05-31,1504.9923139466782,1470.081246728919,1516.629336352598,0,0,0,0.0
Andy Ogle,2015-01-24,1502.0910138083975,1470.081246728919,1510.093455578267,0,0,0,0.0
Andy Wang,2007-06-23,,,,0,0,0,0.0
Ange Loosa,2022-04-16,,,,0,0,0,0.0
Ange Loosa,2022-08-20,1517.6426597401073,,1517.6426597401073,0,0,0,0.0
Ange Loosa,2023-09-02,1508.8213298700537,1500.0,1517.6426597401073,0,0,0,0.0
Ange Loosa,2024-03-16,1500.0673779542292,1491.2797370612902,1517.6426597401073,0,0,0,0.0
Ange Loosa,2024-07-13,1511.5379788946695,1491.2797370612902,1517.6426597401073,0,0,0,0.0
Ange Loosa,2025-06-14,1517.1158906933588,1491.2797370612902,1528.5350988141117,0,0,0,0.0
Angel Pacheco,2024-03-30,,,,0,0,0,0.0
Angel Pacheco,2026-02-28,1500.0,,1500.0,0,0,0,0.0
Angela Hill,2014-12-12,,,,0,0,0,0.0
Angela Hill,2015-06-13,1500.0,1500.0,,0,0,0,0.0
Angela Hill,2015-10-03,1500.0,1500.0,1500.0,0,0,0,0.0
Angela Hill,2017-02-04,1500.0,1500.0,1500.0,0,0,0,0.0
Angela Hill,2017-07-07,1504.1145950523762,1500.0,1505.4861267365015,0,0,0,0.0
Angela Hill,2017-11-11,1503.291676041901,1500.0,1505.4861267365015,0,0,0,0.0
Angela Hill,2018-02-24,1498.1859561081667,1500.0,1497.2789341622502,0,0,1,0.2
Angela Hill,2018-08-25,1502.5515848557468,1509.5817857804093,1497.2789341622502,0,0,1,0.2
Angela Hill,2019-03-23,1501.4327908756825,1509.5817857804093,1496.5433939328464,0,0,1,0.16666666666666666
Angela Hill,2019-04-27,1500.051517153027,1509.5817857804093,1495.2863828393358,0,0,1,0.14285714285714285
Angela Hill,2019-06-08,1498.5207252165624,1503.3722387824016,1495.2863828393358,0,0,1,0.14285714285714285
Angela Hill,2019-09-21,1501.2344571311276,1503.3722387824016,1500.0128676161141,0,0,1,0.125
Angela Hill,2020-01-25,1501.1315857035336,1502.6977910259213,1500.0128676161141,0,0,1,0.125
Angela Hill,2020-02-22,1500.6563478731746,1501.4070748397453,1500.0128676161141,0,0,1,0.125
Angela Hill,2020-05-16,1500.6094658822335,1501.206064148353,1500.0128676161141,0,0,1,0.125
Angela Hill,2020-09-12,1501.9004899475299,1501.206064148353,1502.5081125218098,0,0,1,0.1111111111111111
Angela Hill,2021-03-13,1503.6233354156982,1501.206064148353,1505.5034352902999,0,0,1,0.1
Angela Hill,2021-08-07,1501.3652353044517,1496.7097603203727,1505.5034352902999,0,0,1,0.1
Angela Hill,2021-12-18,1503.1642444802537,1496.7097603203727,1508.3278318081584,0,0,1,0.09090909090909091
Angela Hill,2022-05-14,1504.8741026274702,1496.7097603203727,1510.811806123541,0,0,1,0.08333333333333333
Angela Hill,2022-08-13,1505.7945697742396,1496.7097603203727,1511.8511094101507,0,0,1,0.07692307692307693
Angela Hill,2022-12-03,1505.7595806249208,1497.6375422446138,1511.8511094101507,0,0,1,0.07692307692307693
Angela Hill,2023-05-20,1505.497781505606,1497.8737880201525,1511.8511094101507,0,0,1,0.07692307692307693
Angela Hill,2023-11-04,1507.765851472198,1497.8737880201525,1515.3751310506943,0,0,1,0.07142857142857142
Angela Hill,2024-05-18,1507.5310668777538,1498.2608092188239,1515.3751310506943,0,0,1,0.07142857142857142
Angela Hill,2024-08-24,1508.6247268315078,1501.311788927389,1515.3751310506943,0,0,1,0.07142857142857142
Angela Hill,2025-02-15,1509.4427602883804,1501.311788927389,1516.412164312087,0,0,1,0.06666666666666667
Angela Hill,2025-08-09,1508.9670058815468,1500.9491429563493,1516.412164312087,0,0,1,0.06666666666666667
Angela Hill,2025-11-15,1510.031369442773,1500.9491429563493,1517.9026323976732,0,0,1,0.0625
Angela Hill,2026-05-30,1509.812196232509,1500.9491429563493,1517.0134270193885,0,0,1,0.058823529411764705
Angela Magana,2014-12-12,,,,0,0,0,0.0
Angela Magana,2015-07-12,1500.0,,1500.0,0,0,0,0.0
Angela Magana,2017-12-02,1500.0,,1500.0,0,0,0,0.0
Anistavio Medeiros,2012-06-23,,,,0,0,0,0.0
Anna Elmose,2016-05-08,,,,0,0,0,0.0
Anna Elmose,2016-11-19,1497.272018614708,,1497.272018614708,0,0,0,0.0
Anna Melisano,2026-07-18,,,,0,0,0,0.0
Ansar Chalangov,2005-11-19,,,,0,0,0,0.0
Ansar Chalangov,2006-04-06,1500.0,,1500.0,0,0,0,0.0
Anshul Jubli,2023-02-04,,,,0,0,0,0.0
Anshul Jubli,2023-10-21,1500.0,1500.0,,0,0,0,0.0
Anshul Jubli,2025-02-08,1486.0016256888644,1500.0,1472.0032513777285,0,0,1,0.5
Ante Delija,2025-09-06,,,,0,0,0,0.0
Ante Delija,2025-11-01,1548.6712728630648,1548.6712728630648,,0,0,0,0.0
Ante Delija,2026-02-21,1556.7557336077844,1548.6712728630648,1564.840194352504,0,0,0,0.0
Anthony Birchak,2014-12-13,,,,0,0,0,0.0
Anthony Birchak,2015-06-06,1500.0,,1500.0,0,0,0,0.0
Anthony Birchak,2015-11-07,1500.0,1500.0,1500.0,0,0,0,0.0
Anthony Birchak,2016-07-07,1510.6671846966076,1500.0,1516.0007770449115,0,0,0,0.0
Anthony Birchak,2020-11-07,1508.0003885224558,1500.0,1516.0007770449115,0,0,0,0.0
Anthony Birchak,2021-04-17,1506.4003108179645,1500.0,1510.6671846966076,0,0,0,0.0
Anthony Christodoulou,2015-01-24,,,,0,0,0,0.0
Anthony Christodoulou,2015-08-08,1500.4425183640797,,1500.4425183640797,0,0,0,0.0
Anthony Hamilton,2014-06-28,,,,0,0,0,0.0
Anthony Hamilton,2014-08-30,1500.0,,1500.0,0,0,0,0.0
Anthony Hamilton,2014-12-06,1500.0,1500.0,1500.0,0,0,0,0.0
Anthony Hamilton,2015-04-11,1495.9993539227783,1500.0,1493.9990308841675,0,0,0,0.0
Anthony Hamilton,2016-02-21,1501.5995154420839,1509.2,1493.9990308841675,0,0,0,0.0
Anthony Hamilton,2016-07-30,1501.279612353667,1509.2,1495.9993539227783,0,0,0,0.0
Anthony Hamilton,2016-12-09,1501.0663436280558,1506.1333333333332,1495.9993539227783,0,0,0,0.0
Anthony Hamilton,2017-02-04,1505.8329144679403,1506.1333333333332,1505.607600318895,0,0,0,0.0
Anthony Hamilton,2017-09-16,1505.1038001594477,1506.1333333333332,1504.4860802551161,0,0,0,0.0
Anthony Hamilton,2017-11-18,1504.5367112528425,1506.1333333333332,1503.7384002125966,0,0,0,0.0
Anthony Hernandez,2019-02-02,,,,0,0,0,0.0
Anthony Hernandez,2019-08-31,1503.155015958595,,1503.155015958595,0,0,0,0.0
Anthony Hernandez,2020-05-16,1501.5775079792975,1500.0,1503.155015958595,0,0,0,0.0
Anthony Hernandez,2021-02-13,1510.539185792107,1500.0,1515.8087786881606,0,0,0,0.0
Anthony Hernandez,2022-04-09,1513.1003184354472,1510.391858182734,1515.8087786881606,0,0,0,0.0
Anthony Hernandez,2022-09-17,1510.4802547483578,1506.927905455156,1515.8087786881606,0,0,0,0.0
Anthony Hernandez,2023-05-20,1504.9508906794854,1499.5219466751478,1515.8087786881606,0,0,0,0.0
Anthony Hernandez,2024-02-17,1507.3362265651965,1503.947205716011,1515.8087786881606,0,0,0,0.0
Anthony Hernandez,2024-10-19,1508.516285151723,1506.0854539729105,1515.8087786881606,0,0,0,0.0
Anthony Hernandez,2025-02-22,1514.0854166639863,1513.593027514222,1515.8087786881606,0,0,0,0.0
Anthony Hernandez,2025-08-09,1523.3328549124992,1525.2138739685838,1515.8087786881606,1,0,0,0.0
Anthony Hernandez,2026-02-21,1526.591188164131,1528.9872791587907,1515.8087786881606,1,0,0,0.0
Anthony Ivy,2020-06-13,,,,0,0,0,0.0
Anthony Ivy,2020-09-12,1500.0,,1500.0,0,0,0,0.0
Anthony Johnson,2007-06-12,,,,0,0,0,0.0
Anthony Johnson,2007-09-22,1500.0,1500.0,,0,0,0,0.0
Anthony Johnson,2008-04-02,1500.0,1500.0,1500.0,0,0,0,0.0
Anthony Johnson,2008-07-19,1500.0,1500.0,1500.0,0,0,0,0.0
Anthony Johnson,2008-12-13,1500.0,1500.0,1500.0,0,0,0,0.0
Anthony Johnson,2009-02-07,1500.0,1500.0,1500.0,0,0,0,0.0
Anthony Johnson,2009-10-24,1500.0,1500.0,1500.0,0,0,0,0.0
Anthony Johnson,2009-11-21,1500.0,1500.0,1500.0,0,0,0,0.0
Anthony Johnson,2011-03-26,1500.0,1500.0,1500.0,0,0,0,0.0
Anthony Johnson,2011-10-01,1498.2222222222222,1497.3333333333333,1500.0,0,0,0,0.0
Anthony Johnson,2012-01-14,1499.5907526397812,1499.4153609139732,1500.0,0,0,0,0.0
Anthony Johnson,2014-04-26,1498.1236331018392,1499.4153609139732,1495.8631094306052,0,0,0,0.0
Anthony Johnson,2014-07-26,1504.209892831395,1508.3832845317902,1495.8631094306052,0,0,0,0.0
Anthony Johnson,2015-01-24,1504.0851813859538,1507.739435588331,1495.8631094306052,0,0,0,0.0
Anthony Johnson,2015-05-23,1507.7332825962276,1512.4813518624767,1495.8631094306052,0,0,0,0.0
Anthony Johnson,2015-09-05,1511.1570412496544,1512.4813518624767,1508.5084200240103,0,0,0,0.0
Anthony Johnson,2016-01-30,1512.5872918961413,1514.441324565292,1508.5084200240103,0,0,0,0.0
Anthony Johnson,2016-08-20,1514.4703424430718,1516.9544767843474,1508.5084200240103,0,0,0,0.0
Anthony Johnson,2017-04-08,1517.9067784110787,1521.5215316368744,1508.5084200240103,0,0,0,0.0
Anthony Lapsley,2013-11-16,,,,0,0,0,0.0
Anthony Lapsley,2014-05-10,1473.4291025667787,,1473.4291025667787,0,0,1,0.5
Anthony Njokuani,2011-03-19,,,,0,0,0,0.0
Anthony Njokuani,2011-07-02,1500.0,,1500.0,0,0,0,0.0
Anthony Njokuani,2011-12-30,1500.9797904740517,1501.9595809481036,1500.0,0,0,0,0.0
Anthony Njokuani,2012-04-21,1500.6326825405256,1501.9595809481036,1499.9692333367366,0,0,0,0.0
Anthony Njokuani,2012-07-11,1508.4877138089882,1517.00619428124,1499.9692333367366,0,0,0,0.0
Anthony Njokuani,2013-04-20,1510.9296973721964,1517.00619428124,1506.878699432834,0,0,0,0.0
Anthony Njokuani,2014-05-24,1509.108081143497,1511.3374628541599,1506.878699432834,0,0,0,0.0
Anthony Njokuani,2014-10-04,1505.3798655642818,1511.3374628541599,1500.911667596873,0,0,0,0.0
Anthony Perosh,2006-07-08,,,,0,0,0,0.0
Anthony Perosh,2006-12-30,1500.0,,1500.0,0,0,0,0.0
Anthony Perosh,2010-02-20,1500.0,,1500.0,0,0,0,0.0
Anthony Perosh,2011-02-26,1500.0,,1500.0,0,0,0,0.0
Anthony Perosh,2011-11-05,1500.0,1500.0,1500.0,0,0,0,0.0
Anthony Perosh,2012-03-02,1499.604552724738,1499.0113818118448,1500.0,0,0,0,0.0
Anthony Perosh,2012-07-21,1499.6704606039482,1499.3409212078966,1500.0,0,0,0,0.0
Anthony Perosh,2013-08-03,1499.717537660527,1499.3409212078966,1500.0,0,0,0,0.0
Anthony Perosh,2013-12-06,1502.4319255928829,1504.8638511857657,1500.0,0,0,0,0.0
Anthony Perosh,2014-11-07,1504.4583406620716,1504.8638511857657,1504.1339322431163,0,0,0,0.0
Anthony Perosh,2015-05-09,1504.0125065958644,1503.8910809486126,1504.1339322431163,0,0,0,0.0
Anthony Perosh,2015-11-14,1500.8876468641831,1503.8910809486126,1498.3847851271587,0,0,1,0.14285714285714285
Anthony Pettis,2011-06-04,,,,0,0,0,0.0
Anthony Pettis,2011-10-08,1539.117408749188,,1539.117408749188,0,0,0,0.0
Anthony Pettis,2012-02-25,1528.4549993124444,1517.792589875701,1539.117408749188,0,0,0,0.0
Anthony Pettis,2013-01-26,1520.2130940728027,1510.76093673461,1539.117408749188,0,0,0,0.0
Anthony Pettis,2013-08-31,1530.5193309551732,1527.653305023835,1539.117408749188,0,0,0,0.0
Anthony Pettis,2014-12-06,1540.156067645446,1540.4157323695106,1539.117408749188,0,0,0,0.0
Anthony Pettis,2015-03-14,1531.701574911599,1530.218408144081,1539.117408749188,0,0,0,0.0
Anthony Pettis,2016-01-17,1537.8458694091169,1530.218408144081,1556.9145225717061,0,0,0,0.0
Anthony Pettis,2016-04-23,1531.6466978677097,1530.218408144081,1534.027180740424,0,0,0,0.0
Anthony Pettis,2016-08-27,1536.206845757507,1530.218408144081,1543.6923927742887,0,0,0,0.0
Anthony Pettis,2016-12-10,1536.8459185367942,1532.2816023784642,1543.6923927742887,0,0,0,0.0
Anthony Pettis,2017-07-08,1540.4562698262446,1532.2816023784642,1550.2658707635806,0,0,0,0.0
Anthony Pettis,2017-11-11,1542.8329498920423,1537.523720698086,1550.2658707635806,0,0,0,0.0
Anthony Pettis,2018-07-07,1546.446442279363,1537.523720698086,1556.8562841241855,0,0,0,0.0
Anthony Pettis,2018-10-06,1547.2141724498229,1539.9825886940503,1556.8562841241855,0,0,0,0.0
Anthony Pettis,2019-03-23,1551.2203482235032,1539.9825886940503,1564.0635019714489,0,1,0,0.0
Anthony Pettis,2019-08-17,1552.9962742738123,1544.3884305089834,1564.0635019714489,0,1,0,0.0
Anthony Pettis,2020-01-18,1552.0319303390868,1544.3884305089834,1560.6308676479528,0,1,0,0.0
Anthony Pettis,2020-05-09,1551.8006479282058,1544.3884305089834,1559.212865347428,0,1,0,0.0
Anthony Pettis,2020-12-19,1554.6511413952603,1550.5455898383088,1559.212865347428,1,1,0,0.0
Anthony Rocco Martin,2014-02-01,,,,0,0,0,0.0
Anthony Rocco Martin,2014-08-23,1500.0,,1500.0,0,0,0,0.0
Anthony Rocco Martin,2014-10-25,1510.0033432233172,,1510.0033432233172,0,0,0,0.0
Anthony Rocco Martin,2015-03-21,1504.2898868701543,1492.862974163829,1510.0033432233172,0,0,0,0.0
Anthony Rocco Martin,2016-01-30,1508.4130706856827,1492.862974163829,1513.5964361929673,0,0,0,0.0
Anthony Rocco Martin,2017-01-15,1506.730456548546,1496.4314870819144,1513.5964361929673,0,0,0,0.0
Anthony Rocco Martin,2017-06-25,1503.4394136573565,1493.2823911217456,1513.5964361929673,0,0,0,0.0
Anthony Rocco Martin,2017-09-16,1511.4285756313536,1509.8026802101433,1513.5964361929673,0,0,0,0.0
Anthony Rocco Martin,2018-04-21,1514.1168034593436,1509.8026802101433,1518.4309267085437,0,0,0,0.0
Anthony Rocco Martin,2018-10-06,1513.7603516963807,1510.0238916866504,1518.4309267085437,0,0,0,0.0
Anthony Rocco Martin,2018-12-01,1516.8970661372762,1515.8744924230978,1518.4309267085437,0,0,0,0.0
Anthony Rocco Martin,2019-03-09,1519.1156276400077,1519.50688531513,1518.4309267085437,0,0,0,0.0
Anthony Rocco Martin,2019-06-29,1521.9694877502695,1523.7387682711321,1518.4309267085437,0,0,0,0.0
Anthony Rocco Martin,2019-11-09,1525.1753062892171,1523.7387682711321,1527.4737671181529,0,0,0,0.0
Anthony Rocco Martin,2020-06-06,1525.763723441624,1524.8136991768856,1527.4737671181529,0,0,0,0.0
Anthony Smith,2013-06-08,,,,0,0,0,0.0
Anthony Smith,2016-02-21,1500.0,,1500.0,0,0,0,0.0
Anthony Smith,2016-07-08,1500.0,1500.0,1500.0,0,0,0,0.0
Anthony Smith,2016-12-03,1504.8671704389199,1500.0,1507.3007556583796,0,0,0,0.0
Anthony Smith,2017-04-15,1499.8307801555266,1492.3608046526733,1507.3007556583796,0,0,0,0.0
Anthony Smith,2017-09-16,1503.0646241244212,1500.2405364351155,1507.3007556583796,0,0,0,0.0
Anthony Smith,2018-02-03,1502.228262157086,1499.6920154064392,1507.3007556583796,0,0,0,0.0
Anthony Smith,2018-06-09,1506.4239103513642,1499.6920154064392,1515.3997702779307,0,0,0,0.0
Anthony Smith,2018-07-22,1507.511012677474,1502.7777581172,1515.3997702779307,0,0,0,0.0
Anthony Smith,2018-10-27,1507.351388333337,1503.3271973610401,1515.3997702779307,0,0,0,0.0
Anthony Smith,2019-03-02,1511.736567773794,1510.1666238434498,1515.3997702779307,0,0,0,0.0
Anthony Smith,2019-06-01,1519.0712791068654,1510.1666238434498,1534.6544258178433,0,0,0,0.0
Anthony Smith,2020-05-13,1521.6692948497978,1515.1767293657754,1534.6544258178433,0,0,0,0.0
Anthony Smith,2020-08-29,1526.7196060675794,1515.1767293657754,1545.1882087904664,0,0,0,0.0
Anthony Smith,2020-11-28,1529.101998767391,1515.1767293657754,1547.6690246362116,0,0,0,0.0
Anthony Smith,2021-04-24,1527.2708545103892,1513.6720744265076,1547.6690246362116,0,0,0,0.0
Anthony Smith,2021-09-18,1527.8569772378216,1515.9697487987874,1547.6690246362116,0,0,0,0.0
Anthony Smith,2022-07-30,1528.7510166407963,1518.4321031887512,1547.6690246362116,0,0,0,0.0
Anthony Smith,2023-05-13,1530.8116721337108,1518.4321031887512,1550.2652804757895,0,0,0,0.0
Anthony Smith,2023-08-26,1530.6011058219876,1518.4321031887512,1547.333484442687,0,0,0,0.0
Anthony Smith,2023-12-09,1532.1707901780844,1522.0623273350157,1547.333484442687,0,0,0,0.0
Anthony Smith,2024-05-04,1531.4198020351569,1522.0623273350157,1543.8964349686778,0,0,0,0.0
Anthony Smith,2024-06-29,1532.1003181250642,1523.9337756948694,1543.8964349686778,0,0,0,0.0
Anthony Smith,2024-12-07,1532.8893136582385,1523.9337756948694,1544.5315130106171,0,0,0,0.0
Anthony Smith,2025-04-26,1532.7037087344506,1523.9337756948694,1543.0681750539545,0,0,0,0.0
Anthony Torres,2006-08-17,,,,0,0,0,0.0
Anthony Torres,2007-09-08,1500.0,1500.0,,0,0,0,0.0
Anton Kuivanen,2012-02-15,,,,0,0,0,0.0
Anton Kuivanen,2012-07-21,1500.0,,1500.0,0,0,0,0.0
Anton Kuivanen,2013-02-23,1500.0,1500.0,1500.0,0,0,0,0.0
Anton Turkalj,2022-09-10,,,,0,0,0,0.0
Anton Turkalj,2023-03-11,1519.1672948361822,,1519.1672948361822,0,0,0,0.0
Anton Turkalj,2023-09-09,1509.583647418091,,1509.583647418091,0,0,0,0.0
Anton Turkalj,2024-03-30,1514.2586809735203,,1514.2586809735203,0,0,0,0.0
Anton Zafir,2015-11-14,,,,0,0,0,0.0
Anton Zafir,2016-07-08,1505.51988097578,,1505.51988097578,0,0,0,0.0
Antoni Hardonk,2006-11-18,,,,0,0,0,0.0
Antoni Hardonk,2007-04-05,1500.0,1500.0,,0,0,0,0.0
Antoni Hardonk,2007-08-25,1500.0,1500.0,1500.0,0,0,0,0.0
Antoni Hardonk,2008-01-19,1500.0,1500.0,1500.0,0,0,0,0.0
Antoni Hardonk,2008-06-07,1500.0,1500.0,1500.0,0,0,0,0.0
Antoni Hardonk,2008-12-27,1500.0,1500.0,1500.0,0,0,0,0.0
Antoni Hardonk,2009-04-18,1500.0,1500.0,1500.0,0,0,0,0.0
Antoni Hardonk,2009-10-24,1500.0,1500.0,1500.0,0,0,0,0.0
Antonina Shevchenko,2018-11-30,,,,0,0,0,0.0
Antonina Shevchenko,2019-04-20,1496.8917414886228,1496.8917414886228,,0,0,0,0.0
Antonina Shevchenko,2019-08-03,1495.4394461197876,1496.8917414886228,1493.9871507509522,0,0,0,0.0
